qu50_dist_EmbLCos,qu50_dist_EmbLCos_nor,qu50_dist_SpCos,qu50_dist_SpCos_nor,LMA_g_m2,N_area_mg_cm2,LAI_m2_m2,C_area_mg_cm2,Chl_area_ug_cm2,EWT_mg_cm2,Car_area_ug_cm2,P_area_mg_cm2,Lignin_mg_cm2,Cellulose_mg_cm2,Fiber_mg_cm2,Anth_area_ug_cm2,NSC_mg_cm2,Mg_area_mg_cm2,Ca_area_mg_cm2,Potassium_area_mg_cm2,Boron_area_mg_cm2,Cu_area_mg_cm2,S_area_mg_cm2,Mn_area_mg_cm2
0.479528874,2.415800584,0.000395566,0.512233714,31.5701119,0.095282671,,1.321071503,,6.54795668,,0.000950752,0.597275,0.413732813,0.415098243,,0.658423642,0.01319392,0.027982496,0.031230014,7.13E-05,3.67E-05,0.005570517,0.000744118
0.112243354,0.565466598,0.000680983,0.881830812,1.3619345,,,0.27557732,1.69150732,2.499745755,2.282862015,0.004410904,0.438083999,0.415601146,0.771317602,,0.045099001,0.015250295,0.074525917,0.024524103,0.000144618,2.61E-05,0.001903623,0.001069356
0.069014579,0.347685967,0.000723541,0.936940414,5.74100681,0.063487904,,0.547649442,27.71736949,3.180256468,3.288246245,0.003479219,0.978341354,0.422357054,1.479207816,,0.670775933,0.000307373,0.022456263,0.002948239,8.50E-05,5.75E-06,0.000827938,0.000946847
0.122780532,0.618551449,0.000528991,0.685010806,0.26757998,0.041528527,,0.20236222,3.98632847,1.705874986,1.632249186,0.002246835,0.030552446,0.402962296,0.404392012,,0.387905006,0.011286012,0.048836811,0.002666918,0.00013224,2.90E-05,0.001836682,0.000480171
0.15710178,0.791457184,0.000879467,1.138854585,19.84557427,0.095727714,,1.01622011,4.79744882,3.73816806,2.030125819,0.003184147,0.204528285,0.588502122,1.052124305,,0.14795514,0.005001052,0.012942376,0.028400415,0.00022356,3.22E-05,0.005592887,0.001297664
0.388889104,1.959169876,0.000426888,0.552794072,8.44575258,,,0.089123808,3.4808308,3.886492626,0.326042665,0.002075833,0.221843018,0.28397466,0.295365165,,0.262000465,0.001810704,0.015580481,0.001984877,5.15E-05,1.13E-05,0.000957571,0.000311835
0.173460722,0.873871285,0.000323445,0.418840692,14.66919266,0.06440877,,0.629383069,6.58540302,,0.611156836,0.001219087,0.150323589,0.06249154,0.043719,,0.523414893,0.008823082,0.000925399,0.017841556,3.69E-05,1.81E-05,0.001422749,0.000774231
0.063214928,0.318468122,0.001319796,1.70905372,16.87318169,,,,1.58985254,,1.622254955,,,,,,,,,,,,,
0.537369832,2.707195385,0.00067389,0.872645878,138.5451111,0.048542753,,7.75503125,,,,0.003054713,6.252494913,4.632966216,11.13337807,,3.860193642,,0.023640081,0.046755889,0.000535043,3.41E-05,0.003353886,0.004111845
0.284522504,1.481461924,0.002074957,2.693176543,,,,,,,3.455027553,,,,,,,,,,,,,
0.072635144,0.378199259,0.001070529,1.389486307,,,,,,,3.158555708,,,,,,,,,,,,,
0.276383072,1.439081241,0.000394821,0.512455516,,,,,,,,,,,,,,,,,,,,
0.354453713,1.845582238,0.000595629,0.773092991,,,,,,,0.201590526,,,,,,,,,,,,,
0.180671483,0.940726725,0.000649005,0.842371963,,,,,,,0.147029834,,,,,,,,,,,,,
0.197840631,1.030123656,0.000512153,0.664745474,,,,,,,0.090849803,,,,,,,,,,,,,
0.162605137,0.846658227,0.000624239,0.810227449,,,,,,,0.98159641,,,,,,,,,,,,,
0.05604586,0.291821584,0.000602663,0.782221878,,,,,,,,,,,,,,,,,,,,
0.200382233,1.043357359,0.000539988,0.700874207,,,,,,,4.64166831,,,,,,,,,,,,,
0.068828285,0.358377569,0.000642627,0.834094074,,,,,,,1.711252915,,,,,,,,,,,,,
0.093594521,0.487331293,0.000510454,0.662540616,,,,,,,0.091944357,,,,,,,,,,,,,
0.037710428,0.196352003,0.000456661,0.592720099,,,,,,,0.184075497,,,,,,,,,,,,,
0.263538629,1.372202336,0.002089828,2.712478725,,,,,,,,,,,,,,,,,,,,
0.143290579,0.746090501,0.001443833,1.874013616,,,,,,,0.119483869,,,,,,,,,,,,,
0.044602424,0.232237492,0.001529306,1.984952808,,,,,,,2.653276223,,,,,,,,,,,,,
0.255830169,1.332065651,0.00066027,0.856993656,,,,,,,2.442393652,,,,,,,,,,,,,
0.067586631,0.35191248,0.000460416,0.597593997,,,,,,,1.434675355,,,,,,,,,,,,,
0.066284239,0.345131142,0.000479519,0.622388983,,,,,,,2.12204815,,,,,,,,,,,,,
0.269613773,1.403834611,0.001824081,2.367553768,,,,,,,,,,,,,,,,,,,,
0.05092603,0.265163468,0.001729399,2.244661922,,,,,,,,,,,,,,,,,,,,
0.114910334,0.598319229,0.000881165,1.143702615,,,,,,,1.18576264,,,,,,,,,,,,,
0.064598262,0.336352537,0.000518352,0.672791273,,,,,,,0.033366898,,,,,,,,,,,,,
0.041774899,0.217515033,0.001628935,2.114265821,,,,,,,,,,,,,,,,,,,,
0.050062567,0.26066756,0.002955079,3.835525298,,,,,,,,,,,,,,,,,,,,
0.095566332,0.497598189,0.001418144,1.840669968,,,,,,,,,,,,,,,,,,,,
0.034226507,0.178211798,0.000720799,0.935556243,38.03141,0.039278708,,1.747434601,,,,,,,,,,,,,,,,
0.053250432,0.277266249,0.000772715,1.002939811,21.07484,0.024787213,,1.203550701,,,,,,,,,,,,,,,,
0.052828372,0.27506865,0.000523001,0.678825623,9.9709,0.028773396,,0.642479299,,,,,,,,,,,,,,,,
0.077011675,0.400987135,0.000765711,0.993849605,35.473924,0.023785734,,1.8489667,,,,,,,,,,,,,,,,
0.251559317,1.309828028,0.001610309,2.090089742,30.8846,0.023589908,,1.805931497,,,,,,,,,,,,,,,,
0.507170096,2.640751352,0.002336323,3.032415287,23.4496,0.029798332,,1.064713202,,,,,,,,,,,,,,,,
0.489838153,2.550506773,0.005150408,6.684937336,11.9138,0.057616416,,0.169562305,,,,,,,,,,,,,,,,
0.496883541,2.587190952,0.00286904,3.723851153,22.06306,0.000477583,,0.6822144,,,,,,,,,,,,,,,,
0.057839006,0.301158201,0.000686318,0.890801485,8.21317,0.055647742,,0.381269798,,,,,,,,,,,,,,,,
0.058147669,0.302765357,0.000561893,0.729305276,4.53601,0.047948971,,0.498015,,,,,,,,,,,,,,,,
0.062448174,0.325157379,0.000572503,0.743075971,14.24853,0.088279062,,0.4245945,,,,,,,,,,,,,,,,
0.207723171,1.081580416,0.000712335,0.924570633,1.812865,0.033170447,,0.653681797,,,,,,,,,,,,,,,,
0.057394862,0.298845616,0.000495076,0.642580845,24.786373,0.000381324,,0.466892499,,,,,,,,,,,,,,,,
0.085843652,0.446973793,0.00047183,0.612409098,7.85549,0.081070604,,0.511164404,,,,,,,,,,,,,,,,
0.260786146,1.357870609,0.000713378,0.925924493,11.164625,0.04280364,,0.574718996,,,,,,,,,,,,,,,,
0.033591598,0.174905932,0.000512242,0.664861519,1.665385,0.033945202,,0.123114801,,,,,,,,,,,,,,,,
0.042003334,0.218704456,0.000707388,0.918149466,0.047766,0.007751051,,0.293091999,,,,,,,,,,,,,,,,
0.03065595,0.159620496,0.000500023,0.649002011,5.30912,0.029268831,,0.535828899,,,,,,,,,,,,,,,,
0.115462869,0.564347703,0.000790924,1.018302509,38.44752,0.01501095,,2.311744,,,,,,,,,,,,,,,,
0.05050543,0.246855316,0.000445187,0.573171668,23.27016,0.02150485,,0.447125,,,,,,,,,,,,,,,,
0.048966736,0.239334644,0.000665367,0.856649528,5.56351,0.03945982,,0.459649,,,,,,,,,,,,,,,,
0.083545953,0.408347436,0.000407338,0.524441716,6.27732,0.04753985,,0.0712124,,,,,,,,,,,,,,,,
0.079264909,0.387422983,0.000788629,1.015348016,50.99105,0.06116541,,2.6833453,,,,,,,,,,,,,,,,
0.057665139,0.28184982,0.000479281,0.617066994,14.75374,0.09263597,,0.8909296,,,,,,,,,,,,,,,,
0.054706275,0.267387785,0.000596464,0.767937994,27.641716,0.05865345,,0.9052481,,,,,,,,,,,,,,,,
0.048853338,0.23878039,0.005656272,7.282365129,31.4483,0.04939309,,1.7540933,,,,,,,,,,,,,,,,
0.460490286,2.250737719,0.002953202,3.80220244,20.41359,0.0806856,,1.1662098,,,,,,,,,,,,,,,,
0.049325794,0.241089613,0.000410765,0.528854271,43.52424,0.02975458,,1.2004466,,,,,,,,,,,,,,,,
0.059580207,0.291210093,0.000417799,0.5379096,14.227804,0.02861396,,1.1776637,,,,,,,,,,,,,,,,
0.115989715,0.566922765,0.000973642,1.253549229,23.32447,0.01704791,,1.5135818,,,,,,,,,,,,,,,,
0.059908271,0.29281357,0.000411987,0.530427442,11.24538,0.02711369,,0.019423,,,,,,,,,,,,,,,,
0.056088835,0.274145319,0.000798464,1.02801013,12.924753,0.01120913,,0.0219377,,,,,,,,,,,,,,,,
0.38486129,1.881085983,0.001388758,1.788005525,5.81142,0.05607289,,0.8131335,,,,,,,,,,,,,,,,
0.049663395,0.242739704,0.000423104,0.544739467,33.59568,0.03293267,,1.0421904,,,,,,,,,,,,,,,,
0.042439759,0.207432749,0.000570536,0.734556059,4.263323,0.03036641,,0.1609898,,,,,,,,,,,,,,,,
0.177428037,0.867214764,0.000524879,0.675773156,4.28275,0.03771677,,0.2527735,,,,,,,,,,,,,,,,
0.050137728,0.245058104,0.000406116,0.522868544,13.8183,0.04132645,,0.042196,,,,,,,,,,,,,,,,
0.112075716,0.547792319,0.00054273,0.698756811,10.399045,0.04256088,,1.140053,,,,,,,,,,,,,,,,
0.127656847,0.623948191,0.000485301,0.624817742,6.38972,0.01497565,,0.470235,,,,,,,,,,,,,,,,
0.060190707,0.294194035,0.000346482,0.446090093,34.6516,0.08100129,,0.9694048,,,,,,,,,,,,,,,,
0.063701242,0.311352471,0.000694305,0.893906838,4.46309,0.02234244,,0.0959142,,,,,,,,,,,,,,,,
0.073544592,0.359463796,0.000756055,0.973409562,2.836845,0.00453709,,0.7269162,,,,,,,,,,,,,,,,
0.058944702,0.288103937,0.000691116,0.889801243,23.36545,0.06350739,,1.570853,,,,,,,,,,,,,,,,
0.087876737,0.429515003,0.000897199,1.155130074,17.906115,0.00218585,,0.8883202,,,,,,,,,,,,,,,,
0.095799953,0.468241293,0.000498056,0.64124012,29.537916,0.09263764,,0.4292248,,,,,,,,,,,,,,,,
0.047596306,0.232636395,0.000405014,0.521448853,30.05425,0.01565392,,0.774553,,,,,,,,,,,,,,,,
0.051752657,0.252951387,0.000489593,0.630343028,36.60057,0.01167954,,2.079401,,,,,,,,,,,,,,,,
0.089672655,0.438292908,0.000445664,0.573785588,10.653184,0.05624633,,0.7040092,,,,,,,,,,,,,,,,
0.06331411,0.309460286,0.000517875,0.666756197,17.043424,0.00095697,,0.2511237,,,,,,,,,,,,,,,,
0.063446671,0.310108203,0.000566363,0.729184253,29.089157,0.07687662,,0.659715,,,,,,,,,,,,,,,,
0.103375912,0.505270297,0.00041312,0.531885504,7.0568,0.10790292,,0.1139713,,,,,,,,,,,,,,,,
0.067774534,0.331261495,0.000563174,0.725078659,27.39874,0.01068743,,1.9005048,,,,,,,,,,,,,,,,
0.051001459,0.249279761,0.000442058,0.569142813,19.213804,0.0583998,,0.3556524,,,,,,,,,,,,,,,,
0.116074234,0.56733587,0.000640064,0.824073364,36.15109,0.00198813,,2.3107012,,,,,,,,,,,,,,,,
0.053532362,0.26165005,0.000487804,0.628040826,45.8848,0.05160008,,1.4102776,,,,,,,,,,,,,,,,
0.220026553,1.075423469,0.000612468,0.788542706,4.56871,0.02909586,,0.6591391,,,,,,,,,,,,,,,,
0.172215044,0.841735229,0.000731319,0.941562428,,,,,,,,,,,,,,,,,,,,
0.049717039,0.2430019,0.000421047,0.542091935,18.91059,0.00059575,,0.4177134,,,,,,,,,,,,,,,,
0.058602691,0.286432288,0.000494748,0.636981045,19.022285,0.02769497,,1.5921705,,,,,,,,,,,,,,,,
0.16468814,0.804945989,0.000465125,0.598841225,6.85285,0.09386832,,0.2559788,,,,,,,,,,,,,,,,
0.056033462,0.273874674,0.00058654,0.75516077,13.75128,0.02065954,,0.145828,,,,,,,,,,,,,,,,
0.083492815,0.408087716,0.000440419,0.567032461,8.295555,0.01344151,,1.011403,,,,,,,,,,,,,,,,
0.10415557,0.509081033,0.000588447,0.757616453,8.74054,0.10040161,,0.8507988,,,,,,,,,,,,,,,,
0.056319982,0.275275095,0.000437677,0.563502417,6.13072,0.04081627,,0.2652805,,,,,,,,,,,,,,,,
0.058466226,0.285765289,0.00079003,1.017151408,10.06609,0.02609359,,0.0078508,,,,,,,,,,,,,,,,
0.053168029,0.259869298,0.000455737,0.586754662,18.226065,0.0266135,,0.2750591,,,,,,,,,,,,,,,,
0.053094864,0.259511691,0.000649899,0.836735477,11.27904,0.00950389,,0.2224451,,,,,,,,,,,,,,,,
0.058821976,0.28750409,0.000422418,0.543856956,32.017617,0.00646134,,0.9424377,,,,,,,,,,,,,,,,
0.057796687,0.282492784,0.000605464,0.779525746,16.04027,0.03398665,,0.2597587,,,,,,,,,,,,,,,,
0.055268079,0.270133712,0.000583142,0.750786586,6.71492,0.03030272,,0.5465941,,,,,,,,,,,,,,,,
0.052339405,0.255819235,0.00037083,0.477438416,4.870897,0.008545,,0.603211,,,,,,,,,,,,,,,,
0.072139144,0.352594391,0.000510305,0.657010206,16.72915,0.00645032,,1.5018867,,,,,,,,,,,,,,,,
0.061782897,0.301976176,0.000392884,0.505832246,8.90908,0.03579476,,0.1611702,,,,,,,,,,,,,,,,
0.048208416,0.235628204,0.000945091,1.21679073,6.827692,,,,,,,,,,,,,,,,,,,
0.044142902,0.215757199,0.000514835,0.662842453,19.54828,0.01071576,,1.0393303,,,,,,,,,,,,,,,,
0.048684061,0.237953014,0.000498772,0.642161001,6.523866,0.04206257,,0.0280494,,,,,,,,,,,,,,,,
0.052057385,0.254440809,0.000401616,0.517074668,8.992018,0.05415795,,0.8487566,,,,,,,,,,,,,,,,
0.051219165,0.250343842,0.000503957,0.648837388,12.826634,,,,,,,,,,,,,,,,,,,
0.070893139,0.346504293,0.001366019,1.758729184,24.40407,,,,,,,,,,,,,,,,,,,
0.046365112,0.226618692,0.00071317,0.918195073,9.97661,0.08035382,,0.1177772,,,,,,,,,,,,,,,,
0.043018341,0.210260685,0.000487447,0.627580385,12.90877,,,,,,,,,,,,,,,,,,,
0.047488689,0.2321104,0.000644118,0.829291689,19.029054,,,,,,,,,,,,,,,,,,,
0.053066552,0.259373309,0.000588715,0.757961783,5.81176,,,,,,,,,,,,,,,,,,,
0.053455323,0.261273506,0.000436932,0.562543166,17.251903,0.0310461,,0.435777,,,,,,,,,,,,,,,,
0.045476407,0.222274969,0.000639319,0.823114113,3.988962,,,,,,,,,,,,,,,,,,,
0.056109011,0.274243934,0.000957668,1.232982887,4.602263,,,,,,,,,,,,,,,,,,,
0.065458447,0.319941157,0.001411319,1.817051646,24.671902,,,,,,,,,,,,,,,,,,,
0.062821031,0.307050262,0.001181573,1.521257003,8.268056,,,,,,,,,,,,,,,,,,,
0.05329442,0.260487062,0.000566959,0.729951654,0.870673,,,,,,,,,,,,,,,,,,,
0.049080074,0.239888607,0.000773847,0.996316476,6.136882,,,,,,,,,,,,,,,,,,,
0.063188285,0.308845289,0.001032382,1.329176579,1.187065,,,,,,,,,,,,,,,,,,,
0.052958369,0.258844546,0.001065284,1.371537104,2.8759,,,,,,,,,,,,,,,,,,,
0.048166841,0.235425002,0.000766307,0.986608856,17.63113,,,,,,,,,,,,,,,,,,,
0.051376164,0.251111204,0.000732988,0.94371115,0.829376,,,,,,,,,,,,,,,,,,,
0.052617133,0.257176685,0.000823051,1.059665413,0.88828,0.00424251,,0.3814454,,,,,,,,,,,,,,,,
0.04409802,0.215537828,0.000898749,1.157125317,26.28978,0.08732098,,0.7847802,,,,,,,,,,,,,,,,
0.052697897,0.257571436,0.000941098,1.211649144,8.19167,0.01208276,,0.728743,,,,,,,,,,,,,,,,
0.043072075,0.210523318,0.00086838,1.118026245,27.83762,0.11600776,,0.933861,,,,,,,,,,,,,,,,
0.046215862,0.225889203,0.000699371,0.900429744,6.72972,0.04776017,,0.4432718,,,,,,,,,,,,,,,,
0.051692158,0.252655687,0.000815719,1.050226383,18.14852,0.04973327,,1.0707935,,,,,,,,,,,,,,,,
0.052930593,0.258708787,0.00103122,1.327680147,6.85219,0.00086805,,0.8140979,,,,,,,,,,,,,,,,
0.047924995,0.234242932,0.001154721,1.486685596,7.58209,0.00631365,,0.7150528,,,,,,,,,,,,,,,,
0.088990599,0.434959224,0.001390994,1.790883278,8.4417,0.00969831,,0.6903592,,,,,,,,,,,,,,,,
0.050003588,0.244402467,0.000809789,1.042590745,6.471275,0.08227973,,0.2245623,,,,,,,,,,,,,,,,
0.047779679,0.233532671,0.000587523,0.756426982,17.37517,0.06091828,,1.0540326,,,,,,,,,,,,,,,,
0.058418632,0.285532663,0.001271546,1.637096155,10.682854,0.0873995,,0.1000092,,,,,,,,,,,,,,,,
0.048399538,0.236562352,0.001113504,1.43361983,5.849818,0.0804371,,0.0840199,,,,,,,,,,,,,,,,
0.074300855,0.363160186,0.001126409,1.450234057,22.748126,0.03366233,,1.5196728,,,,,,,,,,,,,,,,
0.053833276,0.263120827,0.000938743,1.208617911,11.255034,0.04778065,,0.7869399,,,,,,,,,,,,,,,,
0.092141449,0.450359632,0.001343459,1.729683063,2.0738,0.05614124,,0.4417782,,,,,,,,,,,,,,,,
0.055016905,0.268906049,0.000838399,1.079425984,22.56987,0.02042637,,1.6866568,,,,,,,,,,,,,,,,
0.046589613,0.227715985,0.000598252,0.770240196,20.35671,0.01081762,,1.4048148,,,,,,,,,,,,,,,,
0.043160856,0.210957254,0.000700146,0.901427366,8.962237,0.05677231,,0.1428214,,,,,,,,,,,,,,,,
0.040414155,0.197532206,0.000678092,0.873033535,13.626727,0.05101146,,0.3100082,,,,,,,,,,,,,,,,
0.085785925,0.419295746,0.000676244,0.870654593,30.874935,0.0022165,,1.7700048,,,,,,,,,,,,,,,,
0.054760545,0.267653041,0.000736952,0.948814366,17.18471,,,,,,,,,,,,,,,,,,,
0.04706049,0.230017489,0.000898987,1.157432277,4.48076,0.01145833,,0.4315199,,,,,,,,,,,,,,,,
0.098705202,0.482441277,0.000709563,0.913552298,4.683384,0.10511938,,0.4207294,,,,,,,,,,,,,,,,
0.065574616,0.320508959,0.000740081,0.95284322,5.33816,0.06461704,,0.4378071,,,,,,,,,,,,,,,,
0.050638139,0.247503961,0.000791848,1.019491981,24.98759,,,,,,,,,,,,,,,,,,,
0.059231192,0.289504212,0.001083076,1.394444018,11.40541,0.050936,,0.9186445,,,,,,,,,,,,,,,,
0.317579746,1.552234075,0.000693738,0.893177807,4.32295,0.11048727,,0.2202914,,,,,,,,,,,,,,,,
0.175277621,0.856704177,0.000683904,0.880515693,19.774696,0.05753351,,0.9948106,,,,,,,,,,,,,,,,
0.054375678,0.265771926,0.000700951,0.902463357,7.23235,0.01103165,,0.0228583,,,,,,,,,,,,,,,,
0.057632983,0.281692648,0.00105831,1.362558514,5.976137,0.01214536,,0.166396,,,,,,,,,,,,,,,,
0.06069541,0.296660868,0.000402749,0.51853273,0.8214,0.09973126,,0.10635,,,,,,,,,,,,,,,,
0.043949574,0.214812272,0.000490844,0.63195457,5.385886,0.03178581,,0.5136619,,,,,,,,,,,,,,,,
0.049645096,0.242650266,0.000477612,0.614918272,7.279936,0.03486781,,0.1032448,,,,,,,,,,,,,,,,
0.050862581,0.248600963,0.000562489,0.724196148,3.525946,0.01263033,,0.1132488,,,,,,,,,,,,,,,,
0.048084706,0.23502355,0.001192451,1.535262067,13.75559,0.03879963,,1.043085,,,,,,,,,,,,,,,,
0.049150765,0.240234124,0.001089126,1.402233136,24.40824,0.01519584,,1.6104908,,,,,,,,,,,,,,,,
0.048976064,0.239380237,0.001496434,1.926636482,2.35939,0.032454,,0.7120556,,,,,,,,,,,,,,,,
0.047282398,0.231102108,0.001016766,1.309070678,13.2049,0.0021103,,0.9184529,,,,,,,,,,,,,,,,
0.083710223,0.40915034,0.001288354,1.658736858,3.04685,0.10070843,,0.413266,,,,,,,,,,,,,,,,
0.062356502,0.304779785,0.000866979,1.116222853,7.59118,0.0555657,,0.1849536,,,,,,,,,,,,,,,,
0.057771206,0.282368241,0.000797331,1.026552068,5.959333,0.03915134,,0.1926811,,,,,,,,,,,,,,,,
0.066288561,0.323998504,0.00059998,0.772465659,21.597136,0.07598657,,1.2534867,,,,,,,,,,,,,,,,
0.071470678,0.349327131,0.000574857,0.740119715,14.446946,0.0700373,,0.896757,,,,,,,,,,,,,,,,
0.0646514,0.315996555,0.000532687,0.685826107,14.860265,0.11008276,,1.0260026,,,,,,,,,,,,,,,,
0.051343888,0.250953449,0.000652611,0.840227151,1.643508,0.02399898,,0.4760577,,,,,,,,,,,,,,,,
0.061913908,0.302616518,0.000994384,1.280254777,16.68254,0.00046725,,0.144157,,,,,,,,,,,,,,,,
0.051527023,0.251848559,0.000493675,0.635599724,4.90724,0.026163,,0.7018347,,,,,,,,,,,,,,,,
0.055799842,0.272732808,0.000642866,0.827680147,5.448165,0.01066926,,0.2838701,,,,,,,,,,,,,,,,
0.048305839,0.236104382,0.000499934,0.643657432,8.686736,0.05871405,,0.8405361,,,,,,,,,,,,,,,,
0.058940381,0.288082816,0.000613838,0.790307728,28.13162,0.08206993,,0.5908276,,,,,,,,,,,,,,,,
0.047063231,0.23003089,0.000688434,0.88634794,17.92116,0.00947194,,1.0105419,,,,,,,,,,,,,,,,
0.043723166,0.213705656,0.000650108,0.837004067,15.25801,0.01059855,,1.0171188,,,,,,,,,,,,,,,,
0.059330404,0.28998913,0.000838369,1.079387614,0.16865,0.03485982,,0.6632389,,,,,,,,,,,,,,,,
0.057900757,0.283001446,0.000867695,1.117143734,19.23619,0.03277466,,0.3637494,,,,,,,,,,,,,,,,
0.054686934,0.267293249,0.000835955,1.076279641,10.89413,0.01247511,,0.0085886,,,,,,,,,,,,,,,,
0.060301989,0.294737948,0.000475496,0.612193999,3.878114,0.03018811,,0.6602587,,,,,,,,,,,,,,,,
0.060137361,0.293933295,0.000704944,0.907604942,0.470695,0.03417588,,0.5797976,,,,,,,,,,,,,,,,
0.048938721,0.239197719,0.0007402,0.9529967,9.884073,0.02812077,,0.0192619,,,,,,,,,,,,,,,,
0.05885914,0.287685734,0.000673622,0.867278029,14.69797,0.12204103,,0.9953613,,,,,,,,,,,,,,,,
0.05029273,0.245815707,0.000408441,0.525861407,,,,,,,,,,,,,,,,,,,,
0.047293603,0.231156878,0.000743657,0.957447625,15.093215,0.04628413,,0.8112627,,,,,,,,,,,,,,,,
0.050413132,0.246404192,0.000883222,1.137134525,5.56378,0.02394355,,0.3243815,,,,,,,,,,,,,,,,
0.044772148,0.218832765,0.000864595,1.11315325,9.46358,0.02227284,,0.1675638,,,,,,,,,,,,,,,,
0.049582481,0.242344224,0.000667989,0.860026092,40.06187,0.030212935,,2.135155,,,,,,,,,,,,,,,,
0.051788002,0.253124145,0.000840187,1.081728187,31.41046,0.04316717,,1.3630277,,,,,,,,,,,,,,,,
0.059626251,0.291435145,0.000785857,1.011779602,28.47983,0.0673609,,1.4598854,,,,,,,,,,,,,,,,
0.047465593,0.23199751,0.00082171,1.057938761,13.48115,0.0336608,,0.6985151,,,,,,,,,,,,,,,,
0.047858149,0.233916206,0.000659347,0.84889878,14.205735,0.01278675,,0.745554,,,,,,,,,,,,,,,,
0.064770937,0.316580817,0.002399534,3.089363825,8.11891,0.07629056,,0.6840499,,,,,,,,,,,,,,,,
0.075922817,0.371087845,0.002090335,2.691274653,11.35022,0.09484965,,0.1219768,,,,,,,,,,,,,,,,
0.071831942,0.351092879,0.001585364,2.041132684,11.4905,0.10124127,,0.9334538,,,,,,,,,,,,,,,,
0.053953409,0.263708002,0.000580698,0.747640242,36.26499,0.08138771,,1.1132785,,,,,,,,,,,,,,,,
0.061763257,0.301880183,0.000875294,1.126928095,9.029675,0.09063234,,0.1934162,,,,,,,,,,,,,,,,
0.064385206,0.314695478,0.001518816,1.955452383,1.16462,0.07549685,,0.5179248,,,,,,,,,,,,,,,,
0.06331861,0.309482281,0.001519173,1.955912823,9.33993,0.04423736,,0.0597363,,,,,,,,,,,,,,,,
0.067283928,0.328863561,0.001247317,1.605901312,1.95262,0.12308473,,0.894224,,,,,,,,,,,,,,,,
0.066707224,0.326044802,0.002473474,3.184559896,,,,,,,,,,,,,,,,,,,,
0.045866758,0.224182886,0.000457972,0.589632415,26.001476,0.0647819,,1.214713,,,,,,,,,,,,,,,,
0.048920125,0.239106824,0.000405848,0.522523214,51.919058,0.09925365,,2.3565832,,,,,,,,,,,,,,,,
0.045099288,0.220431727,0.000460714,0.593162459,7.304403,0.05551162,,0.3013914,,,,,,,,,,,,,,,,
0.077970833,0.381097928,0.000441253,0.568106822,9.28535,0.05301018,,0.185379,,,,,,,,,,,,,,,,
0.048831969,0.238675948,0.00066486,0.855997237,4.005736,0.01890916,,0.1009769,,,,,,,,,,,,,,,,
0.045638829,0.223068842,0.000670761,0.863594505,10.505076,0.00191738,,0.1049163,,,,,,,,,,,,,,,,
0.04668209,0.228167983,0.000557184,0.71736628,3.63912,0.0126329,,0.0327613,,,,,,,,,,,,,,,,
0.055698484,0.272237402,0.000612795,0.788964776,25.471635,0.02513323,,0.489502,,,,,,,,,,,,,,,,
0.056031883,0.273866954,0.000861406,1.109047656,22.655255,0.00899595,,0.3803954,,,,,,,,,,,,,,,,
0.065936744,0.322278931,0.000410944,0.529084491,29.78437,0.08227364,,1.6815348,,,,,,,,,,,,,,,,
0.048672169,0.237894894,0.000486135,0.625892103,4.644096,0.05642105,,0.1753556,,,,,,,,,,,,,,,,
0.060106874,0.29378428,0.000589669,0.759189625,15.757355,,,,,,,,,,,,,,,,,,,
0.060823381,0.297286353,0.000793368,1.021448853,16.27615,0.0559384,,1.5414706,,,,,,,,,,,,,,,,
0.054047137,0.264166117,0.000650465,0.837464508,20.35526,0.02344597,,0.5833555,,,,,,,,,,,,,,,,
0.099839866,0.487987172,0.000661343,0.851469573,32.66456,0.05874009,,2.5202218,,,,,,,,,,,,,,,,
0.066678494,0.325904382,0.000426888,0.549612463,25.472203,0.10515072,,0.6615676,,,,,,,,,,,,,,,,
0.06261608,0.306048526,0.00050953,0.656012585,23.69038,0.08344995,,1.0917507,,,,,,,,,,,,,,,,
0.060972005,0.298012783,0.00043276,0.557171361,,,,,,,,,,,,,,,,,,,,
0.051765233,0.253012857,0.000435799,0.561085105,,,,,,,,,,,,,,,,,,,,
0.092167407,0.450486506,0.000519991,0.66948047,,,,,,,,,,,,,,,,,,,,
0.060083121,0.293668186,0.000510722,0.657547387,,,,,,,,,,,,,,,,,,,,
0.061442375,0.30031181,0.000647038,0.833051953,,,,,,,,,,,,,,,,,,,,
0.085551649,0.418150675,0.000595063,0.766134602,,,,,,,,,,,,,,,,,,,,
0.519722924,2.0931228,0.000299245,0.387473952,0.840064,0.00064615,,0.0395236,,,,,,,,,,,,,,,,
0.508805662,2.049154818,0.000264376,0.342324612,7.12531,0.01566861,,0.476149,,,,,,,,,,,,,,,,
0.521948934,2.102087793,0.000223428,0.289303079,7.05146,0.03288847,,0.3479028,,,,,,,,,,,,,,,,
0.518899858,2.089808,0.000337064,0.436443621,3.76382,0.04177324,,0.0945984,,,,,,,,,,,,,,,,
0.451714724,1.819227795,0.000219375,0.284054951,9.869316,0.06636536,,0.8376836,,,,,,,,,,,,,,,,
0.502250865,2.022756144,0.000351578,0.455236552,2.4284,0.01837371,,0.3490083,,,,,,,,,,,,,,,,
0.487154096,1.961955688,0.000267804,0.346762368,15.51072,0.03503477,,0.7482974,,,,,,,,,,,,,,,,
0.503017262,2.025842716,0.000335723,0.434707108,7.55449,0.07508048,,0.5463266,,,,,,,,,,,,,,,,
