,qu50_dist_EmbLCos,qu50_dist_EmbLCos_nor,qu50_dist_SpCos,qu50_dist_SpCos_nor
242,0.148980051,0.714452462,0.000286192,0.371460622
243,0.21237734,1.018482084,0.00030002,0.389408943
244,0.566015348,2.714397366,0.002069682,2.686329878
245,0.434430242,2.083364538,0.002254486,2.926195265
246,0.409542561,1.964012552,0.002698332,3.502282222
247,0.672048017,3.222890289,0.002843171,3.690275414
248,0.672503471,3.225074476,0.003024697,3.925885812
249,0.618156865,2.964448532,0.002971828,3.857264428
250,0.612822309,2.938866001,0.00287652,3.733560266
251,0.70030567,3.358403398,0.001964897,2.550324927
252,0.651681393,3.125219598,0.001746386,2.266710506
253,0.612052709,2.935175287,0.00097549,1.26613028
254,0.629057601,3.016724373,0.001648903,2.140182578
255,0.529197916,2.53783477,0.002664477,3.45833978
256,0.601364166,2.883917041,0.001242429,1.612602507
257,0.605736449,2.904884874,0.001854062,2.406467585
258,0.591177434,2.835065295,0.001154423,1.498375367
259,0.349339783,1.675302606,0.001170784,1.519611635
260,0.317054451,1.520474257,0.001040995,1.351152715
261,0.448181659,2.149311179,0.000732273,0.950448708
262,0.335368961,1.608303782,0.00169152,2.195497447
263,0.285808742,1.370631555,0.001700014,2.206521739
264,0.335374147,1.60832865,0.001415282,1.836956522
265,0.282361537,1.354100054,0.001535237,1.992650472
266,0.307666242,1.47545193,0.001769722,2.296998298
267,0.392530024,1.882426806,0.000815392,1.058332044
268,0.336215705,1.612364447,0.000771999,1.00201145
269,0.320556611,1.537269304,0.000827163,1.073611326
270,0.428110003,2.053055046,0.001055896,1.370493579
271,0.412243456,1.976965032,0.001569301,2.036863686
272,0.248740137,1.192864424,0.001005888,1.305585641
273,0.252554804,1.211158138,0.000710994,0.922829955
274,0.227811158,1.092496889,0.000806749,1.047114343
275,0.301585048,1.446288805,0.000881404,1.144012069
276,0.388801783,1.864547561,0.001086771,1.410567848
277,0.367162317,1.760772795,0.001135945,1.474392697
278,0.301849365,1.447556369,0.001520932,1.974083243
279,0.217633843,1.043690306,0.000888497,1.15321832
280,0.270448357,1.296968908,0.000891656,1.157318583
281,0.227289319,1.089994346,0.000761569,0.988472845
282,0.20374909,0.977104237,0.000796109,1.033304967
283,0.273360401,1.310933981,0.000730366,0.947973078
284,0.240926772,1.155394458,0.00077042,0.999961318
285,0.252851933,1.212583058,0.000761002,0.987737893
286,0.299018443,1.433980326,0.001701266,2.208146372
287,0.382171392,1.832750693,0.00259009,3.36179019
288,0.307834417,1.476258432,0.00180167,2.338465109
289,0.233674467,1.12061512,0.00077343,1.003868173
290,0.244987816,1.174869699,0.000600845,0.779862293
291,0.218507856,1.047881743,0.000769019,0.998143277
292,0.230962515,1.107609616,0.000771046,1.000773635
293,0.266392052,1.277516392,0.00133276,1.72984682
294,0.244340241,1.171764174,0.00123778,1.606568157
295,0.268446803,1.287370207,0.001166224,1.513693331
296,0.243688852,1.168640355,0.000764102,0.991760792
297,0.639255986,3.065632001,0.000516057,0.66981278
298,0.562310651,2.696631029,0.001491129,1.935401516
299,0.593093693,2.844254957,0.001059651,1.375367476
300,0.566024646,2.714441957,0.00064379,0.835602661
301,0.562345833,2.696799747,0.000855267,1.110088194
302,0.620208591,2.97428784,0.001327664,1.723232245
303,0.252702713,1.211867454,0.000586003,0.760598793
304,0.660113648,3.165657527,0.000528634,0.686136469
305,0.321447462,1.541541492,0.000918597,1.192286864
306,0.548680872,2.631267719,0.000908226,1.178825623
307,0.204474807,0.9805845,0.00076282,0.990097478
308,0.439630389,2.108302496,0.000702858,0.912269844
309,0.448158503,2.14920013,0.000704855,0.914861519
310,0.216763556,1.039516733,0.000749499,0.972806746
311,0.223233044,1.070541973,0.000741482,0.962401362
312,0.232114017,1.113131788,0.000698864,0.907086492
313,0.22031498,1.056548029,0.000663817,0.861596782
314,0.621129885,2.978706021,0.000414163,0.537559957
315,0.538341776,2.58168529,0.000368148,0.477835371
316,0.640699163,3.072552939,0.000509113,0.660799938
317,0.583806053,2.799714916,0.000758231,0.984140492
318,0.609873503,2.924724635,0.000668913,0.868211357
319,0.50674136,2.430141546,0.001029104,1.335718706
320,0.627674893,3.010093422,0.00083369,1.082082624
321,0.626171991,3.00288607,0.000833958,1.08243076
322,0.366481751,1.757509057,0.000449657,0.583629893
323,0.213454306,1.023646812,0.000544578,0.706831193
324,0.26525557,1.272066251,0.000765115,0.993075971
325,0.337110579,1.616655929,0.000822306,1.067306205
326,0.273719579,1.312656463,0.001291156,1.67584713
327,0.260657549,1.250015864,0.000806391,1.046650162
328,0.374531567,1.796112955,0.000796109,1.033304967
329,0.275054216,1.319056883,0.000941008,1.221375522
330,0.269905388,1.294365034,0.000715613,0.928825623
331,0.270698696,1.298169442,0.000729859,0.947315488
332,0.262789816,1.260241416,0.000778317,1.010211976
333,0.229516268,1.100673957,0.00072369,0.939308371
334,0.228377879,1.09521467,0.000981241,1.273595853
335,0.229803026,1.102049141,0.001170039,1.518644592
336,0.539855912,2.588946522,0.000857621,1.113144051
337,0.582631662,2.79408298,0.000814825,1.057597091
338,0.262523413,1.258963847,0.000836313,1.085486616
339,0.441257358,2.116104826,0.000850141,1.103434937
340,0.377403766,1.809886944,0.000775188,1.006150395
341,0.293992609,1.409878312,0.000908464,1.179135077
342,0.666553974,3.196542918,0.001408011,1.82751818
343,0.561061591,2.690641005,0.001624703,2.108773016
344,0.576935276,2.766765249,0.001671165,2.169077828
345,0.378710508,1.816153591,0.001367211,1.774562896
346,0.250488728,1.201250014,0.001189351,1.543710351
347,0.23753044,1.139106922,0.001733392,2.249845273
348,0.233100623,1.11786318,0.001960307,2.544367941
349,0.265526354,1.273364829,0.001860231,2.414474702
350,0.199211657,0.955344408,0.002088457,2.710699366
351,0.21768114,1.043917121,0.00196135,2.545721801
352,0.199652165,0.957456919,0.001222879,1.587227294
353,0.188227564,0.902668817,0.001520574,1.973619062
354,0.191665441,0.919155584,0.001725733,2.239904069
355,0.220672309,1.058261649,0.001635969,2.123394708
356,0.358002424,1.716845384,0.001099467,1.427046263
357,0.486860871,2.334802178,0.001106203,1.435788334
358,0.259463966,1.244291888,0.001269966,1.648344422
359,0.302352369,1.449968586,0.001389891,1.803999691
360,0.373423725,1.790800162,0.001481861,1.923371499
361,0.421919405,2.023367259,0.002308935,2.99686678
362,0.260834813,1.250865957,0.00101006,1.311001083
363,0.559198245,2.681705099,0.000885099,1.148808603
364,0.584886193,2.804894865,0.000889897,1.155036361
365,0.246409178,1.181686019,0.001162767,1.509206251
366,0.305523872,1.465177928,0.002071977,2.689308371
367,0.394338459,1.891099381,0.001189649,1.544097168
368,0.266877264,1.279843285,0.001561433,2.02665171
369,0.366563171,1.757899516,0.002183646,2.834248801
370,0.420375884,2.015965107,0.001593441,2.068195884
371,0.31829676,1.526431909,0.001261711,1.637629584
372,0.251538873,1.206286113,0.001237988,1.606838929
373,0.267504364,1.282850623,0.001306653,1.695961628
374,0.559461355,2.682966875,0.001433134,1.860126876
375,0.421165228,2.019750506,0.00116387,1.510637475
376,0.333746135,1.600521318,0.001788646,2.321561194
377,0.359400004,1.723547653,0.001666099,2.162501934
378,0.375979006,1.803054331,0.001590937,2.064946619
379,0.563559398,2.702619552,0.001394153,1.809531177
380,0.567205846,2.72010655,0.001856685,2.409871577
381,0.608694822,2.919072118,0.003079653,3.997214916
382,0.4233419,2.03018901,0.003002554,3.897145289
383,0.428760797,2.056176006,0.002989978,3.8808216
384,0.436259419,2.092136585,0.002991647,3.882987777
385,0.430730969,2.065624212,0.004523665,5.871460622
386,0.450016648,2.158111096,0.002756655,3.577982361
387,0.41970396,2.012742815,0.003490388,4.530326474
388,0.415630907,1.993209977,0.002258569,2.931494662
389,0.418002903,2.004585184,0.002219766,2.881131054
390,0.33743614,1.618217195,0.000885427,1.149234102
391,0.267398149,1.282341254,0.000790209,1.025645985
392,0.275888503,1.323057807,0.000876307,1.137397493
393,0.372516513,1.786449511,0.002483964,3.224044561
394,0.539443821,2.586970286,0.001906902,2.475050286
395,0.515429273,2.471805521,0.001993358,2.587265976
396,0.444908649,2.133615049,0.001872897,2.430914436
397,0.414452493,1.987558748,0.000644624,0.83668575
398,0.358226508,1.717920006,0.001104236,1.43323534
399,0.277701318,1.331751391,0.00110814,1.438302646
400,0.245011538,1.174983464,0.000787169,1.021700449
401,0.234086156,1.122589427,0.000919551,1.193524679
402,0.250553697,1.201561581,0.000831485,1.079220176
403,0.240435928,1.153040553,0.000767082,0.995628965
404,0.240857065,1.155060167,0.000726521,0.942983135
405,0.413988829,1.985335186,0.000868022,1.126643973
406,0.553379357,2.653799891,0.000747204,0.969828253
407,0.497677922,2.386676698,0.00056231,0.72984682
408,0.444619149,2.132226717,0.000556886,0.722806746
409,0.4896456,2.348156694,0.000264436,0.343222961
410,0.346898854,1.663596824,0.000334918,0.434705245
411,0.267457217,1.282624523,0.000401884,0.521623085
412,0.33433789,1.603359152,0.000361532,0.469248027
413,0.365849644,1.754477708,0.000364333,0.47288411
414,0.375717074,1.8017982,0.000402659,0.52262881
415,0.517089859,2.479769066,0.000318557,0.413468977
416,0.172214448,0.825875918,0.000436395,0.566416525
417,0.503004655,2.412221712,0.000463754,0.60192635
418,0.399220109,1.914509945,0.001475751,1.915441745
419,0.431250662,2.068116464,0.001218498,1.58154108
420,0.413377523,1.982403596,0.001087099,1.410993347
421,0.512076303,2.455725935,0.00051415,0.66733715
422,0.429571003,2.06006145,0.000388652,0.504448399
423,0.383839101,1.840748396,0.000578672,0.751083088
424,0.439611226,2.108210598,0.000312537,0.405655268
425,0.394903958,1.893811302,0.000226885,0.294483986
426,0.331697911,1.590698802,0.000221789,0.28786941
427,0.390868008,1.874456401,0.000224769,0.291737583
428,0.492034048,2.359610792,0.000247538,0.321290422
429,0.542918935,2.603635633,0.000675261,0.876450565
430,0.484380543,2.322907454,0.000445843,0.578678632
431,0.182034135,0.872967452,0.000276864,0.359353242
432,0.168834776,0.809668275,0.000264764,0.34364846
433,0.165225506,0.79235957,0.000262082,0.340167105
434,0.12065798,0.57863043,0.000244886,0.317847749
435,0.257190973,1.233391464,0.000303686,0.394166796
436,0.220125914,1.05564134,0.000230819,0.299589974
437,0.242490023,1.162891224,0.000219911,0.285432462
438,0.079657912,0.382009477,0.000291944,0.378926195
439,0.297204256,1.425280168,0.000262141,0.340244469
440,0.319975436,1.534482207,0.000642776,0.834287483
441,0.497400522,2.385346391,0.000306875,0.39830574
442,0.578235388,2.773000095,0.000435174,0.564830574
443,0.448631614,2.151468997,0.000331998,0.430914436
444,0.482429236,2.313549717,0.000320435,0.415905926
445,0.262999386,1.261246435,0.001150817,1.493694879
446,0.274472862,1.316268928,0.001413822,1.835061117
447,0.555981338,2.666278017,0.001041055,1.351230079
448,0.459886342,2.205442451,0.000931352,1.208842643
449,0.452370435,2.169398978,0.001066148,1.383800093
450,0.34333685,1.646514791,0.000399172,0.518103048
451,0.481378525,2.308510903,0.00067997,0.882562278
452,0.381058037,1.827411459,0.000966102,1.253945536
453,0.5718171,2.742220394,0.000644743,0.836840477
454,0.507533923,2.433942381,0.000452727,0.587614111
455,0.482717335,2.314931332,0.001139164,1.478570323
456,0.358064532,1.717143231,0.001667559,2.164397339
457,0.352937102,1.692554,0.002541721,3.299009748
458,0.402858675,1.931959141,0.002186358,2.837768838
459,0.266097784,1.276105192,0.001226127,1.591443602
460,0.61358124,2.94250555,0.0003452,0.448050441
461,0.384804487,1.845378028,0.000249982,0.324462324
462,0.291775674,1.399246722,0.000677705,0.879622466
463,0.33417967,1.602600386,0.000656366,0.85192635
464,0.292369902,1.402096419,0.0021905,2.843145598
465,0.299396634,1.435793991,0.002852827,3.702808293
466,0.368729681,1.768289284,0.001959264,2.54301408
467,0.294450462,1.412074003,0.001496673,1.942596317
468,0.432092875,2.072155405,0.000757456,0.983134767
469,0.250648886,1.20201807,0.001338184,1.736886895
470,0.401822984,1.926992358,0.000720561,0.935246789
471,0.291504502,1.397946286,0.000416368,0.540422404
472,0.360947609,1.730969386,0.001643986,2.133800093
473,0.320624828,1.53759645,0.001654446,2.147377379
474,0.341050714,1.63555134,0.00179708,2.332508123
475,0.305054277,1.462925925,0.002013147,2.612950642
476,0.321327358,1.540965521,0.002020806,2.622891846
477,0.398445487,1.910795148,0.00231725,3.007658982
478,0.531257153,2.547710095,0.002202898,2.859237196
479,0.256241709,1.228839152,0.000244647,0.317538295
480,0.232074738,1.112943419,0.000236809,0.307365001
481,0.383386821,1.838579431,0.000256151,0.332469441
482,0.210093886,1.007531495,0.000243098,0.315526845
483,0.174078047,0.83481304,0.000257343,0.334016711
484,0.207999319,0.997486738,0.000270844,0.351539533
485,0.150737435,0.722880214,0.000255674,0.331850534
486,0.411384434,1.972845484,0.000337273,0.437761102
487,0.157386303,0.754765693,0.000263482,0.341985146
488,0.155828297,0.747294081,0.000271767,0.352738666
489,0.259652406,1.245195576,0.000256479,0.33289494
490,0.132461637,0.635236342,0.00026235,0.340515241
491,0.118772835,0.569589977,0.00023517,0.305237506
492,0.165388793,0.793142633,0.000288278,0.374168343
493,0.160065353,0.767613412,0.000252604,0.327866316
494,0.168110788,0.806196301,0.000269443,0.349721492
495,0.120478898,0.577771619,0.00027293,0.354247254
496,0.174522758,0.836945703,0.000267148,0.346742999
497,0.350052536,1.678720699,0.000260115,0.337614111
498,0.57073541,2.737033014,0.000509143,0.66083862
499,0.607337341,2.912562149,0.001699865,2.20632833
500,0.618818507,2.967621516,0.002090603,2.71348445
501,0.395121187,1.894853052,0.003105938,4.031332199
502,0.403366029,1.934392224,0.00295189,3.831386353
503,0.587638721,2.818094955,0.00285992,3.712014544
504,0.641389027,3.075861269,0.003110766,4.037598638
505,0.639557362,3.067077288,0.003301322,4.284929599
506,0.583204165,2.796828488,0.003141224,4.077131363
507,0.391853392,1.879181933,0.003994823,5.185053381
508,0.394075602,1.88983882,0.004018039,5.215186446
509,0.656173185,3.146760544,0.003040791,3.946773944
510,0.615536898,2.951884153,0.002383679,3.093880551
511,0.70019795,3.357886811,0.001876295,2.435324153
512,0.602286607,2.888340724,0.000997752,1.29502553
513,0.584684253,2.803926434,0.001035035,1.34341637
514,0.564205676,2.70571886,0.000608563,0.78988086
515,0.310853273,1.490735733,0.000739425,0.959732322
516,0.617381737,2.960731306,0.000577569,0.749651864
517,0.426406085,2.044883694,0.000279069,0.362215689
518,0.483722299,2.319750763,0.000454456,0.589857651
519,0.589026257,2.82474906,0.000454545,0.589973696
520,0.507867903,2.435544022,0.001397252,1.813554077
521,0.297491223,1.426656352,0.001426488,1.851500851
522,0.363682568,1.744085224,0.00161913,2.101539533
523,0.217206359,1.04164025,0.000895381,1.162153799
524,0.222921669,1.069048737,0.000927955,1.204432926
525,0.250717312,1.202346216,0.000711739,0.923796998
526,0.406147063,1.947729018,0.000893056,1.159136624
527,0.281524122,1.350084123,0.001566112,2.032724741
528,0.256181031,1.228548165,0.001113474,1.445226675
529,0.235326946,1.12853979,0.000708729,0.919890144
530,0.26887244,1.289411401,0.000714958,0.927974625
